Indogermanen	Indogermaan	NOU(comm,pl)	NOU
Indonesiers	Indonesiër	NOU(comm,pl)	NOU
Indonesiërs	Indonesiër	NOU(comm,pl)	NOU
Irakezen	Irakees	NOU(comm,pl)	NOU
Iraki's	Iraki	NOU(comm,pl)	NOU
Iraniers	Iraniër	NOU(comm,pl)	NOU
Iraniërs	Iraniër	NOU(comm,pl)	NOU
Israeli's	Israëli	NOU(comm,pl)	NOU
Israeliers	Israëliër	NOU(comm,pl)	NOU
Israelieten	Israëliet	NOU(comm,pl)	NOU
Israëli's	Israëli	NOU(comm,pl)	NOU
Israëliers	Israëlier	NOU(comm,pl)	NOU
Israëlieten	Israëliet	NOU(comm,pl)	NOU
Israëliërs	Israëliër	NOU(comm,pl)	NOU
Italianen	Italiaan	NOU(comm,pl)	NOU
Ivorianen	Ivoriaan	NOU(comm,pl)	NOU
Jamaicanen	Jamaicaan	NOU(comm,pl)	NOU
Japanners	Japanner	NOU(comm,pl)	NOU
Jappen	Jap	NOU(comm,pl)	NOU
Jappenkampen	jappenkamp	NOU(comm,pl)	NOU
Japs	Jap	NOU(comm,pl)	NOU
Javanen	Javaan	NOU(comm,pl)	NOU
Jemenieten	Jemeniet	NOU(comm,pl)	NOU
Jezusfreaks	Jezusfreak	NOU(comm,pl)	NOU
Joegoslaviers	Joegoslaviër	NOU(comm,pl)	NOU
Joegoslaviërs	Joegoslaviër	NOU(comm,pl)	NOU
Jordaniers	Jordaniër	NOU(comm,pl)	NOU
Jordaniërs	Jordaniër	NOU(comm,pl)	NOU
Jutten	Jut	NOU(comm,pl)	NOU
KI-stations	KI-station	NOU(comm,pl)	NOU
KVV'ers	KVV'er	NOU(comm,pl)	NOU
Kaapverdiers	Kaapverdiër	NOU(comm,pl)	NOU
Kaapverdiërs	Kaapverdiër	NOU(comm,pl)	NOU
Kamercommissies	Kamercommissie	NOU(comm,pl)	NOU
Kamerdebatten	Kamerdebat	NOU(comm,pl)	NOU
Kamerfracties	Kamerfractie	NOU(comm,pl)	NOU
Kamerleden	Kamerlid	NOU(comm,pl)	NOU
Kamermeerderheden	Kamermeerderheid	NOU(comm,pl)	NOU
